"instancia";"dim";"config";"rep";"resultado"
30;132;2;1;9589848,51504985
30;132;2;2;10341174,2545646
30;132;2;3;9751049,00069951
30;132;2;4;10393632,3082623
30;132;2;5;9107133,87948646
30;132;2;6;10317958,5814533
30;132;2;7;10240145,8706717
30;132;2;8;7705380,08344389
30;132;2;9;9548916,66052818
30;132;2;10;9688777,05261233
30;132;2;11;9563091,11199212
30;132;2;12;11100485,0513071
30;132;2;13;10592578,5640859
30;132;2;14;9937917,82589577
30;132;2;15;9896087,52442609
30;132;2;16;9571090,9651717
30;132;2;17;9534196,49395493
30;132;2;18;10456827,8580628
30;132;2;19;9423014,67359563
30;132;2;20;10500619,088301
30;132;2;21;10186063,7916255
30;132;2;22;10341133,8189587
30;132;2;23;8271481,54860708
30;132;2;24;9385624,9936146
30;132;2;25;8847345,02792738
30;132;2;26;9457105,52711974
30;132;2;27;8654388,12102489
30;132;2;28;8238152,38865124
30;132;2;29;9804160,51258538
30;132;2;30;9846576,40350994
31;137;1;1;144004,201362019
31;137;1;2;110903,8501952
31;137;1;3;147975,112319301
31;137;1;4;106024,725211539
31;137;1;5;153913,074321582
31;137;1;6;105170,484154049
31;137;1;7;105464,242985216
31;137;1;8;89689,6484829599
31;137;1;9;94748,6998109048
31;137;1;10;68037,8863038133
31;137;1;11;130809,271848313
31;137;1;12;81792,3823349744
31;137;1;13;80240,5122814241
31;137;1;14;132227,118463524
31;137;1;15;101025,858199891
31;137;1;16;126690,494544929
31;137;1;17;115940,385201766
31;137;1;18;108028,38362861
31;137;1;19;89632,2315037423
31;137;1;20;113583,461255597
31;137;1;21;83045,1109063043
31;137;1;22;107918,026164967
31;137;1;23;112547,679850353
31;137;1;24;117880,601596662
31;137;1;25;120272,010485987
31;137;1;26;116931,791034074
31;137;1;27;84801,4201071521
31;137;1;28;55890,3443513109
31;137;1;29;89708,2260651364
31;137;1;30;119242,690710751
31;137;2;1;10807332,5695173
31;137;2;2;9387395,86683747
31;137;2;3;8934850,54464322
31;137;2;4;10799440,5425853
31;137;2;5;10836758,4806263
31;137;2;6;9767812,58492788
31;137;2;7;10437619,3579947
31;137;2;8;10046564,9881087
31;137;2;9;10265047,1949679
31;137;2;10;10470592,5853782
31;137;2;11;9755390,45872706
31;137;2;12;10275445,3209549
31;137;2;13;9670965,19628282
31;137;2;14;9544926,25293689
31;137;2;15;9770268,50820694
31;137;2;16;10687944,003277
31;137;2;17;9584185,06816506
31;137;2;18;9770983,80638303
31;137;2;19;10767964,4356123
31;137;2;20;11446615,3380579
31;137;2;21;10384166,0773356
31;137;2;22;10920016,9586
31;137;2;23;9794874,39528063
31;137;2;24;9977537,87922048
31;137;2;25;9184944,36190902
31;137;2;26;10005861,574209
31;137;2;27;9222846,64258591
31;137;2;28;10518998,9253415
31;137;2;29;10268068,9910375
31;137;2;30;9164779,34737355
32;141;1;1;125482,520309692
32;141;1;2;112387,431984217
32;141;1;3;113399,086312807
32;141;1;4;135128,992469349
32;141;1;5;127573,609632737
32;141;1;6;128264,578324937
32;141;1;7;135752,53281498
32;141;1;8;86913,6316052998
32;141;1;9;133046,654231772
32;141;1;10;81048,2105581626
32;141;1;11;98043,1306368133
32;141;1;12;66676,6467243169
32;141;1;13;99642,7625421158
32;141;1;14;128707,122177057
32;141;1;15;113151,60999773
32;141;1;16;154020,463978387
32;141;1;17;97364,4061674913
32;141;1;18;138307,708602551
32;141;1;19;101528,249853843
32;141;1;20;128491,17528318
32;141;1;21;138336,458894862
32;141;1;22;108294,932493206
32;141;1;23;122102,485741641
32;141;1;24;82356,3009869515
32;141;1;25;101689,69683931
32;141;1;26;134279,186390147
32;141;1;27;111869,063905136
32;141;1;28;127621,396088298
32;141;1;29;135241,528901389
32;141;1;30;135510,116353247
32;141;2;1;11864772,1486279
32;141;2;2;10628363,9683235
32;141;2;3;11343552,7765571
32;141;2;4;10594051,228296
32;141;2;5;11349997,1878872
32;141;2;6;9987159,6570408
32;141;2;7;11109121,6639596
32;141;2;8;10201020,555349
32;141;2;9;9970113,25036465
32;141;2;10;9271152,56810385
32;141;2;11;10416256,5558551
32;141;2;12;8679241,99853717
32;141;2;13;11581983,9082819
32;141;2;14;11408740,26479
32;141;2;15;11170176,1073888
32;141;2;16;9457859,45883427
32;141;2;17;11087632,1439933
32;141;2;18;10361283,6547192
32;141;2;19;10186770,9484214
32;141;2;20;10726869,6844061
32;141;2;21;11473081,8340909
32;141;2;22;11044003,6949822
32;141;2;23;10612803,6940565
32;141;2;24;11468743,4190827
32;141;2;25;9814398,36400311
32;141;2;26;10895850,4422802
32;141;2;27;10911704,4450871
32;141;2;28;12107874,4966773
32;141;2;29;12085054,7609956
32;141;2;30;10626065,2150799
33;146;1;1;89794,5564912778
33;146;1;2;128751,397056619
33;146;1;3;134587,184627896
33;146;1;4;151163,710092921
33;146;1;5;136430,691620434
33;146;1;6;145299,992297608
33;146;1;7;124959,619885774
33;146;1;8;92052,7679540535
33;146;1;9;115865,159326039
33;146;1;10;149230,553469038
33;146;1;11;113624,964964329
33;146;1;12;139679,7042804
33;146;1;13;96314,454617843
33;146;1;14;121398,245793849
33;146;1;15;132047,281520553
33;146;1;16;128483,714172453
33;146;1;17;127560,741363895
33;146;1;18;79852,7671047763
33;146;1;19;115936,324479911
33;146;1;20;129615,590618055
33;146;1;21;121357,802070007
33;146;1;22;135790,74986039
33;146;1;23;71177,8302800258
33;146;1;24;117220,535191454
33;146;1;25;101821,824126681
33;146;1;26;142748,888732716
33;146;1;27;151873,316390565
33;146;1;28;151365,160100976
33;146;1;29;134035,367037522
33;146;1;30;129180,461007439
33;146;2;1;11963940,9225415
33;146;2;2;10457786,5652499
33;146;2;3;11883567,6223169
33;146;2;4;10273454,0300371
33;146;2;5;11234306,9085488
33;146;2;6;11397126,714201
33;146;2;7;11482727,7802119
33;146;2;8;11167733,1673826
33;146;2;9;10782198,4234442
33;146;2;10;11559531,112504
33;146;2;11;10793485,664563
33;146;2;12;10464292,721478
33;146;2;13;11156313,3342351
33;146;2;14;10282291,976232
33;146;2;15;11170402,4773565
33;146;2;16;9649946,1917055
33;146;2;17;10374557,0321416
33;146;2;18;11308108,3059766
33;146;2;19;12374994,8445914
33;146;2;20;10624739,07376
33;146;2;21;11370779,0893957
33;146;2;22;12184802,4442888
33;146;2;23;11214416,6854227
33;146;2;24;11839651,9632289
33;146;2;25;10845297,6400099
33;146;2;26;10142127,7183731
33;146;2;27;11006291,7534616
33;146;2;28;11276296,2689123
33;146;2;29;11315733,36364
33;146;2;30;11289170,8639693
34;150;1;1;155020,586795845
34;150;1;2;120639,973260611
34;150;1;3;143753,889620929
34;150;1;4;125777,240282335
34;150;1;5;159814,788811769
34;150;1;6;139154,557587373
34;150;1;7;154501,557883277
34;150;1;8;127912,874712898
34;150;1;9;120274,523918552
34;150;1;10;129558,803252841
34;150;1;11;106618,019094147
34;150;1;12;163168,593804286
34;150;1;13;197111,82277271
34;150;1;14;151367,549152723
34;150;1;15;142263,392251501
34;150;1;16;147779,450114491
34;150;1;17;164361,511637338
34;150;1;18;134650,182768233
34;150;1;19;108517,982410849
34;150;1;20;143146,379201886
34;150;1;21;125074,434250261
34;150;1;22;164584,413242328
34;150;1;23;151576,329342944
34;150;1;24;189536,264737718
34;150;1;25;124274,403373522
34;150;1;26;152060,928628356
34;150;1;27;172322,035594786
34;150;1;28;134326,476305727
34;150;1;29;129868,499968204
34;150;1;30;152116,035293667
34;150;2;1;12390538,233855
34;150;2;2;11316834,6084283
34;150;2;3;10684258,5419945
34;150;2;4;12293304,3275234
34;150;2;5;12535763,1675894
34;150;2;6;12231338,3847596
34;150;2;7;11961629,6780864
34;150;2;8;11076158,4721738
34;150;2;9;12025469,9891789
34;150;2;10;11821397,7796891
34;150;2;11;12508366,0429372
34;150;2;12;11633974,3172708
34;150;2;13;11369270,7080365
34;150;2;14;11081831,4265149
34;150;2;15;10427589,7626071
34;150;2;16;10825279,0028595
34;150;2;17;10304322,365093
34;150;2;18;12390300,9075761
34;150;2;19;11604076,1802022
34;150;2;20;11604567,4501262
34;150;2;21;13066252,9269052
34;150;2;22;11030670,6429453
34;150;2;23;12274479,980907
34;150;2;24;12490401,1213144
34;150;2;25;11201962,7710538
34;150;2;26;10404352,1786487
34;150;2;27;11704011,0215987
34;150;2;28;11102362,0340371
34;150;2;29;12129945,054276
34;150;2;30;11207878,3334134
